Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Super Primer,Pat McGrath Labs,Highlighter,Monthly,49.75,3.4,2012,250ml,Combination,Female,Bottle,Salicylic Acid,FALSE,Australia
Divine Foundation,Pat McGrath Labs,Mascara,Weekly,102.89,1.3,6924,150ml,Normal,Unisex,Tube,Glycerin,FALSE,Italy
Ultra Makeup Remover,Sisley,BB Cream,Daily,146.77,1.7,1465,200ml,Combination,Female,Compact,Hyaluronic Acid,TRUE,Germany
Divine Face Oil,Kylie Cosmetics,Setting Spray,Monthly,128.52,1,1767,50ml,Oily,Female,Jar,Vitamin C,TRUE,Australia
Ultra Lip Liner,Pat McGrath Labs,Cleanser,Occasional,30.56,4.7,7410,50ml,Oily,Unisex,Stick,Shea Butter,TRUE,Italy
Super Lipstick,Tatcha,Face Mask,Weekly,129.05,1.9,74,250ml,Normal,Unisex,Jar,Aloe Vera,FALSE,Japan
Ultra Highlighter,Urban Decay,Bronzer,Weekly,56.59,4.3,9419,30ml,Oily,Unisex,Compact,Glycerin,FALSE,UK
Divine Blush,Shiseido,CC Cream,Occasional,99.45,3.2,7868,50ml,Combination,Male,Tube,Salicylic Acid,FALSE,France
Perfect Serum,Bobby Brown,Eyeliner,Weekly,92.08,1.8,607,50ml,Sensitive,Male,Spray,Salicylic Acid,FALSE,Italy
Divine Mascara,Danessa Myricks,Face Mask,Monthly,102.06,2.6,2971,50ml,Oily,Female,Tube,Aloe Vera,TRUE,UK
Perfect Lipstick,Drunk Elephant,Highlighter,Weekly,43.69,4.7,1637,30ml,Sensitive,Female,Stick,Aloe Vera,FALSE,Japan
Perfect Setting Spray,Pat McGrath Labs,Lip Gloss,Daily,107.92,2.2,3473,250ml,Sensitive,Unisex,Compact,Vitamin C,TRUE,USA
Perfect Exfoliator,Too Faced,Eye Shadow,Monthly,116.25,1.3,7264,200ml,Sensitive,Male,Stick,Vitamin C,TRUE,South Korea
Ultra Makeup Remover,Anastasia Beverly Hills,Cleanser,Weekly,136.04,3.1,7794,150ml,Normal,Male,Jar,Shea Butter,FALSE,South Korea
Ultra Bronzer,Natasha Denona,CC Cream,Weekly,50.52,1.9,118,150ml,Dry,Male,Compact,Retinol,FALSE,Japan
Magic Moisturizer,Kylie Cosmetics,Cleanser,Occasional,107.08,1.4,567,100ml,Combination,Male,Spray,Shea Butter,TRUE,France
Divine BB Cream,KVD Beauty,Face Mask,Monthly,36.24,4.8,7859,250ml,Oily,Male,Tube,Salicylic Acid,TRUE,South Korea
Perfect Lip Liner,Make Up For Ever,Foundation,Monthly,129.67,1.4,838,100ml,Dry,Female,Jar,Retinol,FALSE,Germany
Magic Lip Liner,Drunk Elephant,Contour,Monthly,68.44,1.4,5201,100ml,Dry,Female,Stick,Vitamin C,TRUE,South Korea
Super Eye Shadow,Ilia Beauty,Eye Shadow,Monthly,121.77,1.4,379,30ml,Oily,Male,Stick,Hyaluronic Acid,FALSE,Japan
Ultra Cleanser,RMS Beauty,Foundation,Monthly,25.29,4.9,8227,250ml,Oily,Unisex,Stick,Salicylic Acid,FALSE,UK
Ultra Contour,Drunk Elephant,Blush,Daily,12.8,3.4,8056,200ml,Sensitive,Female,Spray,Aloe Vera,FALSE,Italy
Ultra Primer,Clinique,CC Cream,Occasional,85.05,2.3,2424,200ml,Sensitive,Female,Stick,Retinol,TRUE,Germany
Perfect Eye Shadow,Clinique,BB Cream,Occasional,69.46,2.8,8655,200ml,Sensitive,Male,Stick,Hyaluronic Acid,TRUE,Germany
Perfect Highlighter,Hourglass,Concealer,Occasional,118.66,4.1,1066,100ml,Combination,Female,Compact,Aloe Vera,TRUE,UK
Perfect Serum,Drunk Elephant,Powder,Weekly,38.48,1.9,5539,250ml,Dry,Unisex,Tube,Retinol,TRUE,Italy
Super Bronzer,Charlotte Tilbury,Mascara,Occasional,53.53,3.5,1514,250ml,Oily,Female,Compact,Hyaluronic Acid,FALSE,USA
Ultra Serum,Anastasia Beverly Hills,Lipstick,Weekly,97.09,2.5,1804,50ml,Dry,Unisex,Spray,Shea Butter,FALSE,South Korea
Divine Moisturizer,Too Faced,Face Oil,Weekly,146.45,2.9,380,50ml,Normal,Female,Spray,Hyaluronic Acid,FALSE,South Korea
Divine Cleanser,E.l.f.,Face Oil,Occasional,89.35,1.7,5611,100ml,Combination,Male,Spray,Retinol,FALSE,Italy
Magic Serum,Becca,Exfoliator,Daily,80.36,2,9178,250ml,Dry,Female,Stick,Hyaluronic Acid,TRUE,Japan
Perfect Blush,Rare Beauty,Blush,Occasional,17.01,1.9,4600,200ml,Oily,Male,Jar,Glycerin,TRUE,South Korea
Super Eye Shadow,ColourPop,Highlighter,Monthly,42.37,2.1,8417,200ml,Normal,Unisex,Bottle,Shea Butter,FALSE,Italy
Perfect Bronzer,Pat McGrath Labs,Face Mask,Monthly,50.2,1.6,1933,50ml,Sensitive,Male,Jar,Vitamin C,TRUE,USA
Magic Eyeliner,Bobby Brown,Moisturizer,Monthly,96.51,1.4,9555,100ml,Dry,Unisex,Stick,Salicylic Acid,FALSE,South Korea
Perfect Mascara,Yves Saint Laurent,Face Oil,Weekly,92.58,4.1,6291,200ml,Normal,Female,Compact,Hyaluronic Acid,FALSE,UK
Magic Moisturizer,ColourPop,Concealer,Occasional,24.61,2.6,9180,100ml,Combination,Unisex,Tube,Aloe Vera,FALSE,South Korea
Divine Face Oil,Clinique,Serum,Monthly,143.65,2.1,6240,150ml,Normal,Male,Tube,Vitamin C,FALSE,Australia
Perfect Mascara,Kylie Cosmetics,Lip Gloss,Monthly,10.22,1,1942,250ml,Normal,Male,Stick,Shea Butter,TRUE,Italy
Super Serum,Milk Makeup,Eyeliner,Weekly,87.76,4.2,337,200ml,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,Japan
Ultra Face Oil,Pat McGrath Labs,Primer,Monthly,24.18,1,8254,30ml,Normal,Female,Bottle,Retinol,TRUE,South Korea
Magic Blush,Rare Beauty,Eyeliner,Occasional,57.93,1.7,2152,200ml,Combination,Unisex,Bottle,Salicylic Acid,FALSE,UK
Magic Exfoliator,Charlotte Tilbury,Contour,Weekly,113.73,4.6,9562,250ml,Normal,Female,Bottle,Retinol,FALSE,South Korea
Perfect Foundation,Tarte,Lipstick,Weekly,66.08,2.2,5202,50ml,Combination,Unisex,Stick,Retinol,TRUE,Japan
Perfect Blush,Natasha Denona,Makeup Remover,Monthly,107.32,4,9526,30ml,Normal,Female,Jar,Aloe Vera,FALSE,Germany
Ultra Lipstick,NARS,Makeup Remover,Weekly,120.79,3.3,6510,50ml,Normal,Male,Tube,Aloe Vera,TRUE,South Korea
Ultra Mascara,Clinique,Exfoliator,Monthly,130.76,5,8542,100ml,Sensitive,Female,Jar,Retinol,TRUE,UK
Ultra Eyeliner,KVD Beauty,Mascara,Daily,112.15,2.3,6309,50ml,Sensitive,Female,Spray,Glycerin,TRUE,South Korea
Perfect Face Mask,Kiehl’s,Setting Spray,Occasional,68.63,1.3,6881,150ml,Normal,Female,Spray,Hyaluronic Acid,TRUE,UK
Magic Lipstick,Juvia’s Place,BB Cream,Occasional,67.99,3.7,5819,100ml,Oily,Unisex,Stick,Aloe Vera,FALSE,Japan
Divine Foundation,Shiseido,Foundation,Occasional,100.77,3.3,8917,100ml,Combination,Unisex,Jar,Retinol,FALSE,UK
Super Lip Liner,RMS Beauty,Face Mask,Monthly,119.2,3.2,3737,250ml,Combination,Female,Jar,Retinol,TRUE,Italy
Ultra Blush,Juvia’s Place,Highlighter,Weekly,149.67,4.7,8940,150ml,Oily,Male,Compact,Retinol,FALSE,Japan
Magic Bronzer,ColourPop,Powder,Occasional,23.53,1.9,8557,50ml,Oily,Female,Tube,Hyaluronic Acid,FALSE,USA
Perfect Bronzer,Glossier,Face Mask,Monthly,142.96,2.9,7677,100ml,Dry,Female,Compact,Salicylic Acid,FALSE,Australia
Perfect Blush,Yves Saint Laurent,Mascara,Occasional,77.82,4,6507,50ml,Sensitive,Unisex,Bottle,Aloe Vera,TRUE,South Korea
Perfect Lipstick,Tarte,Blush,Weekly,97.6,2.3,7555,100ml,Sensitive,Female,Jar,Vitamin C,FALSE,Italy
Divine Contour,Patrick Ta,Lip Gloss,Occasional,87.28,5,3789,100ml,Combination,Male,Spray,Retinol,TRUE,USA
Super Moisturizer,Kylie Cosmetics,Makeup Remover,Weekly,129.16,4.6,1288,250ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,Germany
Super CC Cream,Make Up For Ever,Lip Gloss,Daily,46,4.3,3071,250ml,Sensitive,Unisex,Bottle,Retinol,TRUE,USA
Magic Lip Liner,Pat McGrath Labs,Lip Liner,Monthly,25.75,1.9,6448,150ml,Combination,Unisex,Jar,Salicylic Acid,FALSE,France
Perfect Highlighter,Yves Saint Laurent,Concealer,Weekly,39.13,2.8,9437,50ml,Combination,Female,Jar,Aloe Vera,TRUE,Germany
Magic Serum,Natasha Denona,Mascara,Daily,139.72,4.6,470,200ml,Sensitive,Male,Stick,Salicylic Acid,FALSE,France
Ultra Setting Spray,Huda Beauty,Foundation,Weekly,88.2,3.2,2758,200ml,Normal,Female,Jar,Glycerin,TRUE,Japan
Magic Moisturizer,Morphe,Eyeliner,Occasional,149.57,3.1,3545,100ml,Normal,Unisex,Bottle,Glycerin,TRUE,Australia
Perfect Lip Liner,Natasha Denona,Contour,Daily,103.95,4.4,8952,30ml,Normal,Male,Spray,Vitamin C,TRUE,Japan
Super Lipstick,RMS Beauty,Powder,Weekly,86.01,1.6,7263,150ml,Sensitive,Female,Bottle,Retinol,FALSE,Australia
Super BB Cream,KVD Beauty,CC Cream,Occasional,28.56,2.9,9292,200ml,Dry,Male,Bottle,Retinol,TRUE,France
Ultra Lip Liner,NARS,Eyeliner,Occasional,65.4,4.7,9453,100ml,Normal,Female,Spray,Salicylic Acid,TRUE,UK
Ultra Bronzer,Kylie Cosmetics,Concealer,Occasional,14.02,4,8664,50ml,Dry,Male,Tube,Vitamin C,FALSE,South Korea
Magic Bronzer,Bite Beauty,Powder,Daily,26.56,4.4,2168,200ml,Sensitive,Male,Tube,Aloe Vera,FALSE,France
Super Bronzer,Shiseido,Face Oil,Daily,49.21,4.4,6904,200ml,Dry,Female,Bottle,Shea Butter,TRUE,France
Perfect Powder,Anastasia Beverly Hills,Lipstick,Weekly,85.35,4.6,6430,30ml,Normal,Female,Jar,Retinol,FALSE,Australia
Magic Serum,KVD Beauty,BB Cream,Occasional,109.98,3.7,1863,250ml,Combination,Male,Compact,Vitamin C,FALSE,Germany
Magic BB Cream,Bite Beauty,Eye Shadow,Monthly,12.73,4.8,2321,30ml,Combination,Female,Spray,Shea Butter,FALSE,Italy
Divine Exfoliator,Ilia Beauty,Serum,Weekly,76.79,4.1,6530,150ml,Oily,Unisex,Bottle,Glycerin,TRUE,Germany
Divine Lipstick,Danessa Myricks,Eyeliner,Weekly,23.85,3.7,3199,150ml,Sensitive,Unisex,Stick,Retinol,FALSE,Germany
Super Primer,Shiseido,Foundation,Occasional,148.08,3.9,2675,250ml,Oily,Male,Spray,Retinol,TRUE,France
Divine Primer,Bite Beauty,Contour,Daily,37.73,3,2947,100ml,Normal,Unisex,Jar,Aloe Vera,TRUE,Australia
Divine Concealer,Ilia Beauty,BB Cream,Daily,131.58,2,103,150ml,Sensitive,Male,Compact,Aloe Vera,TRUE,UK
Perfect Makeup Remover,Too Faced,Bronzer,Occasional,59.57,3.2,1512,30ml,Sensitive,Female,Bottle,Hyaluronic Acid,TRUE,USA
Ultra BB Cream,Ilia Beauty,Blush,Occasional,72.42,3.2,6958,30ml,Dry,Male,Bottle,Aloe Vera,FALSE,Australia
Magic Lip Liner,Bobby Brown,Foundation,Monthly,33.07,2.6,6060,250ml,Combination,Female,Compact,Retinol,FALSE,South Korea
Ultra Cleanser,Perricone MD,Face Oil,Daily,70.4,3.1,8449,200ml,Dry,Female,Bottle,Salicylic Acid,FALSE,Germany
Magic Lip Gloss,E.l.f.,Lipstick,Daily,83.63,4.4,2715,200ml,Oily,Female,Tube,Retinol,FALSE,USA
Divine Eyeliner,Laura Mercier,Serum,Monthly,87.93,1.4,6715,100ml,Combination,Unisex,Jar,Retinol,FALSE,UK
Ultra Cleanser,Urban Decay,Cleanser,Occasional,54.18,3.9,7956,200ml,Sensitive,Unisex,Bottle,Aloe Vera,FALSE,Italy
Super CC Cream,Anastasia Beverly Hills,Primer,Daily,72.33,1.7,8472,30ml,Dry,Female,Tube,Hyaluronic Acid,FALSE,UK
Super Primer,Patrick Ta,Powder,Monthly,101.55,1.3,6044,200ml,Normal,Unisex,Tube,Glycerin,FALSE,UK
Perfect Contour,Bite Beauty,Lip Gloss,Monthly,16.64,3.7,2358,200ml,Dry,Male,Spray,Hyaluronic Acid,TRUE,South Korea
Divine Primer,Urban Decay,Eyeliner,Occasional,19.14,1.7,3123,100ml,Combination,Male,Tube,Salicylic Acid,FALSE,South Korea
Divine Moisturizer,Kiehl’s,Exfoliator,Weekly,39.74,2.9,2413,150ml,Normal,Unisex,Compact,Glycerin,TRUE,France
Divine Cleanser,Natasha Denona,Foundation,Daily,75.44,5,4798,250ml,Combination,Male,Stick,Aloe Vera,TRUE,USA
Magic Blush,Farsali,Lipstick,Weekly,60.64,1.2,1741,50ml,Sensitive,Male,Bottle,Salicylic Acid,FALSE,Italy
Divine Serum,Ilia Beauty,Face Mask,Weekly,95.26,4.8,5656,100ml,Oily,Unisex,Stick,Vitamin C,TRUE,Italy
Ultra Moisturizer,Hourglass,Lipstick,Daily,91.65,1.6,6211,200ml,Normal,Female,Bottle,Salicylic Acid,TRUE,Japan
Ultra Exfoliator,KVD Beauty,Primer,Daily,79.7,2.7,8251,30ml,Sensitive,Male,Jar,Vitamin C,FALSE,Japan
Divine Primer,Bobby Brown,Foundation,Monthly,29.23,2.3,3218,30ml,Combination,Female,Spray,Salicylic Acid,TRUE,UK
Ultra Makeup Remover,Shiseido,Eyeliner,Occasional,132.12,4.6,4446,200ml,Normal,Female,Tube,Retinol,FALSE,Australia
Perfect Lip Gloss,Rare Beauty,Highlighter,Occasional,47.9,3,5853,250ml,Combination,Female,Jar,Retinol,FALSE,South Korea
Magic Primer,Drunk Elephant,Primer,Occasional,143.95,3.5,5309,30ml,Dry,Female,Stick,Shea Butter,FALSE,UK
Perfect Bronzer,Bobby Brown,Face Mask,Weekly,129.14,3.4,3366,50ml,Oily,Female,Compact,Salicylic Acid,TRUE,France
Perfect Moisturizer,Milk Makeup,Concealer,Occasional,12.01,3.9,788,250ml,Oily,Female,Compact,Shea Butter,TRUE,Germany
Divine Contour,Laura Mercier,CC Cream,Occasional,94.89,4,580,200ml,Dry,Female,Jar,Glycerin,FALSE,Japan
Perfect Lip Gloss,Rare Beauty,Eye Shadow,Occasional,126.18,1.4,5008,50ml,Combination,Unisex,Spray,Retinol,TRUE,Italy
Magic Highlighter,Morphe,Eyeliner,Daily,75.21,3.1,4610,50ml,Combination,Female,Compact,Retinol,FALSE,Italy
Super Moisturizer,Glossier,Serum,Daily,143.37,1.1,8994,30ml,Combination,Unisex,Stick,Hyaluronic Acid,TRUE,UK
Perfect Eye Shadow,Bite Beauty,Eyeliner,Daily,109.41,2.9,8066,100ml,Combination,Female,Jar,Glycerin,TRUE,UK
Perfect CC Cream,Huda Beauty,BB Cream,Daily,40.87,2.6,2912,250ml,Sensitive,Unisex,Stick,Vitamin C,FALSE,France
Perfect Blush,IT Cosmetics,Primer,Daily,79.64,3.7,8941,200ml,Dry,Unisex,Jar,Salicylic Acid,TRUE,USA
Perfect Lip Gloss,Becca,Highlighter,Monthly,90.72,1.5,6990,200ml,Oily,Female,Stick,Salicylic Acid,TRUE,USA
Super Powder,Bobby Brown,Serum,Weekly,31.44,1.1,8687,250ml,Normal,Unisex,Bottle,Shea Butter,TRUE,UK
Ultra Bronzer,E.l.f.,Foundation,Occasional,40.43,3.6,8791,50ml,Sensitive,Female,Bottle,Salicylic Acid,TRUE,Germany
Super Moisturizer,Drunk Elephant,CC Cream,Daily,24.64,1.6,186,150ml,Normal,Unisex,Tube,Glycerin,TRUE,Japan
Ultra Eye Shadow,Yves Saint Laurent,BB Cream,Weekly,68.76,4.5,7876,30ml,Dry,Female,Compact,Aloe Vera,TRUE,Japan
Perfect Concealer,Anastasia Beverly Hills,BB Cream,Daily,34.45,2.1,9123,200ml,Sensitive,Male,Tube,Shea Butter,FALSE,USA
Divine Concealer,Rare Beauty,CC Cream,Monthly,43.77,1.8,4993,50ml,Normal,Unisex,Stick,Hyaluronic Acid,FALSE,Australia
Super Bronzer,Fenty Beauty,Setting Spray,Weekly,60.02,2.3,8180,150ml,Normal,Male,Stick,Hyaluronic Acid,FALSE,Japan
Magic Face Mask,Make Up For Ever,Face Mask,Daily,59.49,3.8,115,150ml,Combination,Male,Tube,Retinol,FALSE,Germany
Magic Blush,Hourglass,Face Mask,Occasional,73.14,3.6,6510,250ml,Normal,Female,Jar,Hyaluronic Acid,TRUE,Italy
Super BB Cream,Anastasia Beverly Hills,Bronzer,Monthly,116.56,1.6,3755,30ml,Oily,Unisex,Bottle,Shea Butter,TRUE,Italy
Super Lipstick,Ilia Beauty,Highlighter,Daily,29.84,2.8,8238,50ml,Normal,Female,Jar,Aloe Vera,FALSE,South Korea
Ultra Lip Liner,Patrick Ta,Serum,Weekly,98.31,2.3,314,250ml,Dry,Unisex,Jar,Retinol,FALSE,USA
Ultra CC Cream,Sisley,Face Oil,Occasional,128.59,1.4,5731,200ml,Combination,Unisex,Stick,Hyaluronic Acid,FALSE,Italy
Ultra CC Cream,Laura Mercier,Exfoliator,Weekly,88.9,3.8,1202,250ml,Oily,Male,Stick,Aloe Vera,TRUE,France
Perfect Eyeliner,KVD Beauty,Serum,Daily,120.64,1.6,2188,200ml,Sensitive,Unisex,Stick,Salicylic Acid,TRUE,UK
Perfect Primer,Drunk Elephant,Lip Liner,Weekly,83.67,2.1,2680,100ml,Normal,Female,Tube,Aloe Vera,FALSE,UK
Magic Lip Gloss,Bite Beauty,Eye Shadow,Monthly,74.88,4.6,4061,50ml,Normal,Unisex,Stick,Hyaluronic Acid,TRUE,UK
Super Lip Liner,Tarte,Face Oil,Monthly,11.38,3,6977,50ml,Combination,Unisex,Tube,Hyaluronic Acid,TRUE,South Korea
Divine Lip Gloss,Fenty Beauty,Serum,Monthly,104.95,4.1,9197,30ml,Oily,Unisex,Jar,Vitamin C,TRUE,Australia
Divine BB Cream,Clinique,Bronzer,Weekly,22.46,2.9,6642,250ml,Dry,Unisex,Stick,Shea Butter,FALSE,UK
Super Cleanser,Huda Beauty,Lipstick,Occasional,19.3,3.8,3436,200ml,Combination,Female,Bottle,Vitamin C,TRUE,Australia
Super Eye Shadow,Glossier,Face Oil,Daily,148,2.7,5635,50ml,Oily,Female,Spray,Salicylic Acid,FALSE,Italy
Super Setting Spray,Milk Makeup,Lipstick,Daily,11.62,2.8,2085,200ml,Dry,Female,Tube,Aloe Vera,TRUE,Italy
Divine Eyeliner,Too Faced,Foundation,Weekly,124.3,1.7,9830,100ml,Normal,Unisex,Tube,Salicylic Acid,TRUE,Italy
Super Contour,Juvia’s Place,Serum,Monthly,25.55,2.1,1327,200ml,Normal,Male,Stick,Glycerin,FALSE,Italy
Perfect Lip Liner,Clinique,Foundation,Occasional,149.92,3.8,2040,50ml,Sensitive,Male,Bottle,Shea Butter,TRUE,USA
Perfect Setting Spray,Danessa Myricks,Lipstick,Daily,55.44,2.1,2112,200ml,Sensitive,Unisex,Jar,Salicylic Acid,TRUE,South Korea
Magic Foundation,Charlotte Tilbury,Highlighter,Occasional,23.41,2.6,9822,200ml,Sensitive,Unisex,Spray,Salicylic Acid,FALSE,UK
Magic Mascara,Rare Beauty,Blush,Daily,88.05,1.6,2410,50ml,Oily,Female,Bottle,Retinol,TRUE,Japan
Magic Concealer,Urban Decay,Primer,Monthly,53.56,2.9,4503,200ml,Normal,Unisex,Compact,Hyaluronic Acid,TRUE,Australia
Ultra Eye Shadow,Juvia’s Place,Cleanser,Daily,75.51,1.2,8077,200ml,Oily,Unisex,Bottle,Vitamin C,TRUE,UK
Super Bronzer,Urban Decay,Makeup Remover,Daily,47.81,2.3,3005,150ml,Oily,Male,Compact,Glycerin,TRUE,Australia
Perfect Moisturizer,Kylie Cosmetics,Highlighter,Monthly,137.4,3.6,2718,200ml,Dry,Female,Jar,Vitamin C,FALSE,France
Ultra Highlighter,Milk Makeup,Makeup Remover,Occasional,88.09,4.7,1445,30ml,Normal,Female,Stick,Glycerin,FALSE,Australia
Super Primer,E.l.f.,Concealer,Weekly,60.17,4.5,4580,150ml,Sensitive,Female,Tube,Glycerin,FALSE,USA
Ultra Eye Shadow,Huda Beauty,Moisturizer,Daily,127.36,2,146,50ml,Dry,Female,Bottle,Retinol,TRUE,Italy
Perfect Face Mask,Huda Beauty,Blush,Occasional,13.8,3.9,2825,50ml,Oily,Male,Compact,Hyaluronic Acid,FALSE,USA
Super Cleanser,Danessa Myricks,Lipstick,Occasional,61.8,2.8,9739,150ml,Combination,Male,Stick,Vitamin C,FALSE,Japan
Perfect Lip Gloss,Milk Makeup,Setting Spray,Weekly,27.55,1.3,2592,100ml,Combination,Unisex,Compact,Aloe Vera,FALSE,France
Ultra Powder,Charlotte Tilbury,Lip Liner,Weekly,113.59,4.9,6715,200ml,Normal,Male,Spray,Aloe Vera,TRUE,Australia
Ultra Serum,NARS,Face Oil,Weekly,84.92,4.6,7801,100ml,Normal,Male,Bottle,Vitamin C,FALSE,South Korea
Magic Highlighter,Clinique,Setting Spray,Weekly,138.48,1.5,6506,100ml,Dry,Unisex,Stick,Aloe Vera,FALSE,Germany
Divine Exfoliator,Hourglass,Lipstick,Monthly,101.07,4.7,506,30ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,France
Ultra Primer,Too Faced,Face Oil,Daily,113.37,3.4,3644,150ml,Dry,Unisex,Compact,Salicylic Acid,FALSE,Australia
Divine Powder,KVD Beauty,Makeup Remover,Daily,56.05,3.1,3499,100ml,Normal,Unisex,Bottle,Aloe Vera,FALSE,UK
Perfect Concealer,Juvia’s Place,Setting Spray,Daily,78.75,1,4407,50ml,Oily,Unisex,Spray,Salicylic Acid,TRUE,France
Super Powder,KVD Beauty,Face Mask,Monthly,106.64,2.6,5404,200ml,Normal,Male,Jar,Hyaluronic Acid,TRUE,Japan
Magic Highlighter,Sisley,Serum,Weekly,115.64,3.8,5459,150ml,Normal,Male,Spray,Vitamin C,TRUE,USA
Super Cleanser,Bite Beauty,Moisturizer,Occasional,109.08,3.9,608,250ml,Sensitive,Female,Tube,Glycerin,FALSE,Germany
Ultra Bronzer,RMS Beauty,Lipstick,Occasional,97.59,1.6,7123,50ml,Combination,Female,Spray,Retinol,FALSE,France
Divine Foundation,Kylie Cosmetics,Makeup Remover,Daily,17.45,4.2,5691,50ml,Normal,Female,Compact,Shea Butter,TRUE,UK
Divine Setting Spray,Bourjois,Highlighter,Daily,51.86,1.3,6235,200ml,Dry,Male,Compact,Glycerin,FALSE,Japan
Perfect Contour,Pat McGrath Labs,Setting Spray,Daily,138.93,1.1,5673,150ml,Combination,Unisex,Spray,Glycerin,FALSE,France
Perfect Lipstick,Ilia Beauty,Eye Shadow,Daily,46.53,4,1880,100ml,Sensitive,Male,Bottle,Vitamin C,FALSE,Japan
Divine Exfoliator,Make Up For Ever,Face Mask,Weekly,88.21,3.3,7185,150ml,Dry,Female,Spray,Retinol,FALSE,USA
Super Powder,Too Faced,Contour,Weekly,48.99,1.9,3514,200ml,Combination,Female,Bottle,Salicylic Acid,TRUE,USA
Perfect Concealer,Sisley,Highlighter,Monthly,89.85,1.1,6035,250ml,Normal,Male,Jar,Shea Butter,TRUE,Germany
Perfect Lip Liner,Charlotte Tilbury,Foundation,Monthly,51.66,4.4,1748,100ml,Dry,Female,Stick,Hyaluronic Acid,TRUE,France
Divine Lipstick,Anastasia Beverly Hills,Blush,Weekly,122.13,2.6,382,150ml,Dry,Female,Jar,Glycerin,TRUE,France
Divine BB Cream,Milk Makeup,Setting Spray,Monthly,101.06,2.4,7920,150ml,Combination,Female,Spray,Shea Butter,TRUE,Japan
Super Setting Spray,Charlotte Tilbury,Serum,Weekly,136.51,2.8,7009,30ml,Normal,Female,Compact,Vitamin C,FALSE,France
Super Mascara,Farsali,Exfoliator,Daily,89.93,4,727,250ml,Oily,Female,Jar,Retinol,TRUE,Australia
Perfect Eyeliner,Farsali,Bronzer,Monthly,86.7,1.8,5635,100ml,Dry,Male,Jar,Hyaluronic Acid,FALSE,USA
Super Moisturizer,Milk Makeup,Lip Liner,Daily,49.61,2.1,5411,100ml,Oily,Male,Tube,Salicylic Acid,FALSE,Italy
Perfect Powder,Morphe,Powder,Weekly,44.34,3.1,8761,250ml,Oily,Unisex,Compact,Vitamin C,FALSE,France
Perfect CC Cream,Natasha Denona,Lip Liner,Weekly,71.66,4,1551,30ml,Normal,Unisex,Tube,Vitamin C,TRUE,Germany
Ultra Serum,Clinique,Primer,Daily,132.59,2.6,3345,250ml,Dry,Female,Tube,Retinol,TRUE,USA
Magic Eyeliner,Perricone MD,Foundation,Weekly,131.05,4.8,250,100ml,Normal,Male,Bottle,Hyaluronic Acid,FALSE,Italy
Ultra Setting Spray,Anastasia Beverly Hills,Lipstick,Daily,106.91,3.1,6045,200ml,Oily,Unisex,Compact,Vitamin C,FALSE,South Korea
Divine Primer,NARS,Concealer,Monthly,60.46,3.4,6421,100ml,Oily,Unisex,Bottle,Glycerin,FALSE,Germany
Divine Lip Liner,Bite Beauty,Cleanser,Daily,53.13,2.5,6914,250ml,Dry,Male,Compact,Shea Butter,FALSE,UK
Perfect Blush,NARS,BB Cream,Daily,20.91,2.5,4661,30ml,Normal,Male,Spray,Hyaluronic Acid,FALSE,Australia
Super Face Mask,Tarte,Face Oil,Weekly,57.86,2.8,8935,50ml,Combination,Female,Spray,Retinol,FALSE,South Korea
Ultra Lipstick,Fenty Beauty,Lip Liner,Occasional,56.22,4.2,7492,30ml,Oily,Male,Spray,Shea Butter,TRUE,France
Super CC Cream,Kiehl’s,Face Oil,Daily,109.96,4.4,6403,200ml,Sensitive,Unisex,Compact,Glycerin,FALSE,South Korea
Magic Lip Gloss,Tarte,Serum,Weekly,67.03,2,723,50ml,Normal,Male,Jar,Vitamin C,TRUE,USA
Super Contour,Kylie Cosmetics,Face Mask,Occasional,25.74,4.5,1992,150ml,Normal,Male,Jar,Salicylic Acid,FALSE,USA
Ultra Makeup Remover,Anastasia Beverly Hills,Blush,Daily,113.76,3,1393,100ml,Sensitive,Female,Bottle,Hyaluronic Acid,FALSE,USA
Ultra Eyeliner,E.l.f.,Setting Spray,Monthly,136.9,1.4,8678,30ml,Normal,Male,Spray,Glycerin,FALSE,France
Super Face Oil,Kiehl’s,Highlighter,Weekly,131.14,4.7,860,200ml,Sensitive,Female,Jar,Vitamin C,TRUE,UK
Perfect CC Cream,Patrick Ta,Foundation,Monthly,134.89,2.2,4850,50ml,Dry,Male,Jar,Glycerin,FALSE,Italy
Ultra Lip Gloss,Patrick Ta,Face Oil,Daily,18.44,3.4,8346,200ml,Sensitive,Female,Stick,Salicylic Acid,FALSE,Germany
Super Contour,Bourjois,Lip Liner,Occasional,131.94,4.7,9252,30ml,Oily,Male,Spray,Aloe Vera,FALSE,Japan
Perfect Moisturizer,Tarte,Cleanser,Daily,68.56,3,3999,200ml,Oily,Female,Stick,Retinol,FALSE,UK
Divine Face Oil,Patrick Ta,Setting Spray,Daily,72.08,1.5,3456,250ml,Dry,Male,Stick,Retinol,FALSE,Japan
